id,item_id,dept_id,cat_id,store_id,state_id,d,demand,date,wm_yr_wk,weekday,wday,month,year,sell_price,sales_revenue
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_25,90,2011-02-22,11104,Tuesday,4,2,2011,1.48,133.2
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_26,77,2011-02-23,11104,Wednesday,5,2,2011,1.48,113.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_27,67,2011-02-24,11104,Thursday,6,2,2011,1.48,99.16
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_28,86,2011-02-25,11104,Friday,7,2,2011,1.48,127.28
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_29,125,2011-02-26,11105,Saturday,1,2,2011,1.48,185.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_30,98,2011-02-27,11105,Sunday,2,2,2011,1.48,145.04
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_31,42,2011-02-28,11105,Monday,3,2,2011,1.48,62.16
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_32,75,2011-03-01,11105,Tuesday,4,3,2011,1.48,111.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_33,64,2011-03-02,11105,Wednesday,5,3,2011,1.48,94.72
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_34,66,2011-03-03,11105,Thursday,6,3,2011,1.48,97.67999999999999
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_35,98,2011-03-04,11105,Friday,7,3,2011,1.48,145.04
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_36,104,2011-03-05,11106,Saturday,1,3,2011,1.48,153.92
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_37,114,2011-03-06,11106,Sunday,2,3,2011,1.48,168.72
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_38,85,2011-03-07,11106,Monday,3,3,2011,1.48,125.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_39,64,2011-03-08,11106,Tuesday,4,3,2011,1.48,94.72
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_40,68,2011-03-09,11106,Wednesday,5,3,2011,1.48,100.64
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_41,75,2011-03-10,11106,Thursday,6,3,2011,1.48,111.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_42,79,2011-03-11,11106,Friday,7,3,2011,1.48,116.92
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_43,128,2011-03-12,11107,Saturday,1,3,2011,1.48,189.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_44,110,2011-03-13,11107,Sunday,2,3,2011,1.48,162.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_45,84,2011-03-14,11107,Monday,3,3,2011,1.48,124.32
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_46,101,2011-03-15,11107,Tuesday,4,3,2011,1.48,149.48
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_47,80,2011-03-16,11107,Wednesday,5,3,2011,1.48,118.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_48,86,2011-03-17,11107,Thursday,6,3,2011,1.48,127.28
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_49,105,2011-03-18,11107,Friday,7,3,2011,1.48,155.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_50,125,2011-03-19,11108,Saturday,1,3,2011,1.48,185.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_51,142,2011-03-20,11108,Sunday,2,3,2011,1.48,210.16
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_52,62,2011-03-21,11108,Monday,3,3,2011,1.48,91.76
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_53,81,2011-03-22,11108,Tuesday,4,3,2011,1.48,119.88
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_54,84,2011-03-23,11108,Wednesday,5,3,2011,1.48,124.32
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_55,83,2011-03-24,11108,Thursday,6,3,2011,1.48,122.84
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_56,70,2011-03-25,11108,Friday,7,3,2011,1.48,103.6
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_57,99,2011-03-26,11109,Saturday,1,3,2011,1.48,146.52
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_58,105,2011-03-27,11109,Sunday,2,3,2011,1.48,155.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_59,54,2011-03-28,11109,Monday,3,3,2011,1.48,79.92
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_60,53,2011-03-29,11109,Tuesday,4,3,2011,1.48,78.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_61,61,2011-03-30,11109,Wednesday,5,3,2011,1.48,90.28
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_62,80,2011-03-31,11109,Thursday,6,3,2011,1.48,118.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_63,94,2011-04-01,11109,Friday,7,4,2011,1.48,139.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_64,108,2011-04-02,11110,Saturday,1,4,2011,1.48,159.84
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_65,86,2011-04-03,11110,Sunday,2,4,2011,1.48,127.28
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_66,69,2011-04-04,11110,Monday,3,4,2011,1.48,102.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_67,75,2011-04-05,11110,Tuesday,4,4,2011,1.48,111.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_68,84,2011-04-06,11110,Wednesday,5,4,2011,1.48,124.32
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_69,65,2011-04-07,11110,Thursday,6,4,2011,1.48,96.2
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_70,73,2011-04-08,11110,Friday,7,4,2011,1.48,108.03999999999999
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_71,115,2011-04-09,11111,Saturday,1,4,2011,1.48,170.2
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_72,129,2011-04-10,11111,Sunday,2,4,2011,1.48,190.92
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_73,83,2011-04-11,11111,Monday,3,4,2011,1.48,122.84
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_74,58,2011-04-12,11111,Tuesday,4,4,2011,1.48,85.84
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_75,102,2011-04-13,11111,Wednesday,5,4,2011,1.48,150.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_76,96,2011-04-14,11111,Thursday,6,4,2011,1.48,142.07999999999998
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_77,92,2011-04-15,11111,Friday,7,4,2011,1.48,136.16
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_78,103,2011-04-16,11112,Saturday,1,4,2011,1.48,152.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_79,113,2011-04-17,11112,Sunday,2,4,2011,1.48,167.24
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_80,81,2011-04-18,11112,Monday,3,4,2011,1.48,119.88
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_81,86,2011-04-19,11112,Tuesday,4,4,2011,1.48,127.28
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_82,81,2011-04-20,11112,Wednesday,5,4,2011,1.48,119.88
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_83,78,2011-04-21,11112,Thursday,6,4,2011,1.48,115.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_84,110,2011-04-22,11112,Friday,7,4,2011,1.48,162.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_85,132,2011-04-23,11113,Saturday,1,4,2011,1.48,195.35999999999999
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_86,112,2011-04-24,11113,Sunday,2,4,2011,1.48,165.76
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_87,85,2011-04-25,11113,Monday,3,4,2011,1.48,125.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_88,48,2011-04-26,11113,Tuesday,4,4,2011,1.48,71.03999999999999
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_89,73,2011-04-27,11113,Wednesday,5,4,2011,1.48,108.03999999999999
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_90,70,2011-04-28,11113,Thursday,6,4,2011,1.48,103.6
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_91,93,2011-04-29,11113,Friday,7,4,2011,1.48,137.64
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_92,105,2011-04-30,11114,Saturday,1,4,2011,1.48,155.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_93,113,2011-05-01,11114,Sunday,2,5,2011,1.48,167.24
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_94,69,2011-05-02,11114,Monday,3,5,2011,1.48,102.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_95,75,2011-05-03,11114,Tuesday,4,5,2011,1.48,111.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_96,75,2011-05-04,11114,Wednesday,5,5,2011,1.48,111.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_97,75,2011-05-05,11114,Thursday,6,5,2011,1.48,111.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_98,82,2011-05-06,11114,Friday,7,5,2011,1.48,121.36
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_99,101,2011-05-07,11115,Saturday,1,5,2011,1.48,149.48
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_100,137,2011-05-08,11115,Sunday,2,5,2011,1.48,202.76
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_101,92,2011-05-09,11115,Monday,3,5,2011,1.48,136.16
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_102,65,2011-05-10,11115,Tuesday,4,5,2011,1.48,96.2
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_103,64,2011-05-11,11115,Wednesday,5,5,2011,1.48,94.72
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_104,72,2011-05-12,11115,Thursday,6,5,2011,1.48,106.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_105,100,2011-05-13,11115,Friday,7,5,2011,1.48,148.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_106,87,2011-05-14,11116,Saturday,1,5,2011,1.48,128.76
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_107,78,2011-05-15,11116,Sunday,2,5,2011,1.48,115.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_108,75,2011-05-16,11116,Monday,3,5,2011,1.48,111.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_109,78,2011-05-17,11116,Tuesday,4,5,2011,1.48,115.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_110,49,2011-05-18,11116,Wednesday,5,5,2011,1.48,72.52
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_111,81,2011-05-19,11116,Thursday,6,5,2011,1.48,119.88
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_112,82,2011-05-20,11116,Friday,7,5,2011,1.48,121.36
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_113,126,2011-05-21,11117,Saturday,1,5,2011,1.48,186.48
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_114,97,2011-05-22,11117,Sunday,2,5,2011,1.48,143.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_115,97,2011-05-23,11117,Monday,3,5,2011,1.48,143.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_116,80,2011-05-24,11117,Tuesday,4,5,2011,1.48,118.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_117,91,2011-05-25,11117,Wednesday,5,5,2011,1.48,134.68
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_118,105,2011-05-26,11117,Thursday,6,5,2011,1.48,155.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_119,102,2011-05-27,11117,Friday,7,5,2011,1.48,150.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_120,110,2011-05-28,11118,Saturday,1,5,2011,1.48,162.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_121,88,2011-05-29,11118,Sunday,2,5,2011,1.48,130.24
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_122,85,2011-05-30,11118,Monday,3,5,2011,1.48,125.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_123,51,2011-05-31,11118,Tuesday,4,5,2011,1.48,75.48
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_124,99,2011-06-01,11118,Wednesday,5,6,2011,1.48,146.52
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_125,94,2011-06-02,11118,Thursday,6,6,2011,1.48,139.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_126,129,2011-06-03,11118,Friday,7,6,2011,1.48,190.92
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_127,116,2011-06-04,11119,Saturday,1,6,2011,1.48,171.68
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_128,113,2011-06-05,11119,Sunday,2,6,2011,1.48,167.24
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_129,80,2011-06-06,11119,Monday,3,6,2011,1.48,118.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_130,72,2011-06-07,11119,Tuesday,4,6,2011,1.48,106.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_131,66,2011-06-08,11119,Wednesday,5,6,2011,1.48,97.67999999999999
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_132,105,2011-06-09,11119,Thursday,6,6,2011,1.48,155.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_133,90,2011-06-10,11119,Friday,7,6,2011,1.48,133.2
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_134,98,2011-06-11,11120,Saturday,1,6,2011,1.48,145.04
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_135,117,2011-06-12,11120,Sunday,2,6,2011,1.48,173.16
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_136,106,2011-06-13,11120,Monday,3,6,2011,1.48,156.88
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_137,95,2011-06-14,11120,Tuesday,4,6,2011,1.48,140.6
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_138,82,2011-06-15,11120,Wednesday,5,6,2011,1.48,121.36
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_139,95,2011-06-16,11120,Thursday,6,6,2011,1.48,140.6
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_140,103,2011-06-17,11120,Friday,7,6,2011,1.48,152.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_141,122,2011-06-18,11121,Saturday,1,6,2011,1.48,180.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_142,120,2011-06-19,11121,Sunday,2,6,2011,1.48,177.6
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_143,68,2011-06-20,11121,Monday,3,6,2011,1.48,100.64
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_144,71,2011-06-21,11121,Tuesday,4,6,2011,1.48,105.08
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_145,61,2011-06-22,11121,Wednesday,5,6,2011,1.48,90.28
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_146,89,2011-06-23,11121,Thursday,6,6,2011,1.48,131.72
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_147,80,2011-06-24,11121,Friday,7,6,2011,1.48,118.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_148,115,2011-06-25,11122,Saturday,1,6,2011,1.48,170.2
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_149,103,2011-06-26,11122,Sunday,2,6,2011,1.48,152.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_150,67,2011-06-27,11122,Monday,3,6,2011,1.48,99.16
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_151,72,2011-06-28,11122,Tuesday,4,6,2011,1.48,106.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_152,88,2011-06-29,11122,Wednesday,5,6,2011,1.48,130.24
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_153,86,2011-06-30,11122,Thursday,6,6,2011,1.48,127.28
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_154,132,2011-07-01,11122,Friday,7,7,2011,1.48,195.35999999999999
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_155,98,2011-07-02,11123,Saturday,1,7,2011,1.48,145.04
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_156,98,2011-07-03,11123,Sunday,2,7,2011,1.48,145.04
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_157,96,2011-07-04,11123,Monday,3,7,2011,1.48,142.07999999999998
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_158,91,2011-07-05,11123,Tuesday,4,7,2011,1.48,134.68
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_159,77,2011-07-06,11123,Wednesday,5,7,2011,1.48,113.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_160,89,2011-07-07,11123,Thursday,6,7,2011,1.48,131.72
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_161,94,2011-07-08,11123,Friday,7,7,2011,1.48,139.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_162,110,2011-07-09,11124,Saturday,1,7,2011,1.48,162.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_163,123,2011-07-10,11124,Sunday,2,7,2011,1.48,182.04
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_164,79,2011-07-11,11124,Monday,3,7,2011,1.48,116.92
